#,"Anchor Text","Referring Domains Total","Referring Domains with Anchor (Percent %)","Referring Domains Dofollow (desc)","Referring Domains Dofollow with Anchor (Percent %)","Referring Pages Count","Referring Pages with Anchor (Percent %)","First Seen","Last Check"
72,http://www.mosplastica.ru/services/...-nityami-aptos/,1,0.35,1,0.55,2,0.02,"2016-01-24 17:01:22","2020-06-16 01:16:09"
73,http://www.mosplastica.ru/services/kosmetologiya/inektsionnaya-kosmetologiya/plazmofilling/,1,0.35,1,0.55,1,0.01,"2018-09-24 11:57:55","2018-09-24 11:57:55"
74,"http://www.mosplastica.ru/services/muzh ... go-chlena/",1,0.35,1,0.55,1,0.01,"2019-10-29 20:26:04","2020-04-24 22:33:46"
75,http://www.mosplastica.ru/services/muzhskaya-intimnaya-p...go-chlena/,1,0.35,1,0.55,2,0.02,"2017-03-24 13:15:20","2019-03-03 03:10:31"
76,http://www.mosplastica.ru/services/plastika-litsa/plastika-shchek-udal,1,0.35,1,0.55,1,0.01,"2018-10-03 00:03:38","2019-01-17 21:36:07"
77,http://www.mosplastica.ru/upload/ibl...aba4cafa55.jpg,1,0.35,1,0.55,2,0.02,"2017-03-08 08:01:05","2019-01-20 00:43:14"
78,https://www.mosplastica.ru/servi...a-verkhnikh-vek/,1,0.35,1,0.55,6,0.05,"2019-07-30 00:22:29","2020-03-03 13:45:48"
79,https://www.mosplastica.ru/servi...bdominoplastika/,1,0.35,1,0.55,7,0.06,"2020-03-03 18:55:31","2020-04-24 13:00:19"
80,https://www.mosplastica.ru/servi...blefaroplastika/,1,0.35,1,0.55,11,0.10,"2020-02-06 17:37:08","2020-04-25 09:55:41"
81,https://www.mosplastica.ru/servi...y-lifting-litsa/,1,0.35,1,0.55,11,0.10,"2020-04-09 08:17:13","2020-05-20 10:59:05"
82,"https://www.mosplastica.ru/servic es/plasticheskaya-khirurgiya/abdominoplastika/",1,0.35,1,0.55,4,0.04,"2020-06-10 04:47:34","2020-06-12 00:17:53"
83,https://www.mosplastica.ru/services/...efaroplastika/,1,0.35,1,0.55,2,0.02,"2020-02-12 04:55:07","2020-06-12 02:32:14"
84,https://www.mosplastica.ru/services/...ginekomastiya/,1,0.35,1,0.55,35,0.32,"2019-08-05 01:52:44","2020-04-18 15:32:06"
85,https://www.mosplastica.ru/services/...lastika-grudi/,1,0.35,1,0.55,1,0.01,"2019-09-08 21:13:01","2019-10-14 18:05:46"
86,"https://www.mosplastica.ru/services/pla ... ing-litsa/",2,0.70,1,0.55,5,0.05,"2020-04-09 03:49:56","2020-04-26 17:27:44"
87,https://www.mosplastica.ru/services/plas...oprotezirovanie,1,0.35,1,0.55,4,0.04,"2019-11-28 21:58:35","2020-05-31 01:53:09"
88,"https://www.mosplastica.ru/services/plasticheskaya-khirurgiya/plastika -grudi/ginekomastiya/",1,0.35,1,0.55,1,0.01,"2019-08-13 18:29:18","2019-11-04 01:56:53"
89,"https://www.mosplastica.ru/services/plasticheskaya-khirurgiya/plastika -grudi/podtyazhka-grudi/",1,0.35,1,0.55,113,1,"2020-04-24 01:58:13","2020-06-09 16:33:44"
90,logo_m,1,0.35,1,0.55,1,0.01,"2018-06-10 20:12:51","2018-06-10 20:12:51"
91,"smas лифтинг",1,0.35,1,0.55,1,0.01,"2020-05-26 23:35:27","2020-05-26 23:35:27"
92,spair,1,0.35,1,0.55,2,0.02,"2019-02-08 08:15:29","2020-02-28 10:07:00"
93,vaser,1,0.35,1,0.55,2,0.02,"2018-03-27 11:00:41","2020-02-12 07:20:39"
94,vaser-липосакцию,2,0.70,1,0.55,2,0.02,"2018-05-23 10:52:22","2020-04-08 15:17:09"
95,www.mosplastica.ru/services/plasticheska...iya/blefaroplastika/,1,0.35,1,0.55,1,0.01,"2020-01-31 20:36:41","2020-01-31 20:36:41"
96,www.mosplastica.ru/services/plasticheska...stika-verkhnikh-vek/,1,0.35,1,0.55,1,0.01,"2019-09-04 00:54:46","2019-09-04 00:54:46"
97,"~image credit",1,0.35,1,0.55,2,0.02,"2019-12-04 12:33:11","2020-04-29 21:35:01"
98,"алексей алекович гварамия",1,0.35,1,0.55,3,0.03,"2019-12-01 08:31:04","2019-12-01 21:35:19"
99,"алексей гварамия",1,0.35,1,0.55,2,0.02,"2017-03-25 18:55:52","2020-03-16 12:12:15"
100,"алексея алековича гварамия",1,0.35,1,0.55,1,0.01,"2020-05-04 09:45:04","2020-05-04 09:45:04"
101,аптос,1,0.35,1,0.55,1,0.01,"2020-05-26 23:35:27","2020-05-26 23:35:27"
102,"бабаевой лолой сабировной",1,0.35,1,0.55,1,0.01,"2019-12-01 07:16:47","2019-12-01 07:16:47"
103,"бакирханов с.к.",1,0.35,1,0.55,1,0.01,"2020-05-27 14:20:22","2020-05-27 14:20:22"
104,"бакирханов сарвар казимович клиника мон бланк цены - фото 5",1,0.35,1,0.55,1,0.01,"2019-12-22 18:59:14","2019-12-22 18:59:14"
105,"бакирханов сарвар казимович клиника мон бланк цены img-1",1,0.35,1,0.55,1,0.01,"2019-12-22 18:59:14","2019-12-22 18:59:14"
106,биорепарация,1,0.35,1,0.55,1,0.01,"2018-03-29 07:30:23","2019-01-26 19:52:36"
107,блефаропластики,1,0.35,1,0.55,1,0.01,"2019-07-14 06:36:54","2019-12-13 22:06:44"
108,вагинопластика,1,0.35,1,0.55,4,0.04,"2019-02-09 05:55:26","2020-03-05 19:46:37"
109,вагинопластике,1,0.35,1,0.55,1,0.01,"2020-05-27 14:20:22","2020-05-27 14:20:22"
110,вагинопластику,1,0.35,1,0.55,1,0.01,"2020-01-11 22:42:34","2020-01-11 22:42:34"
111,"ведущий специалист клиники mont blanc",1,0.35,1,0.55,1,0.01,"2015-09-17 18:58:02","2019-01-11 19:57:36"
112,"воздействие препарата на мужскую потенцию",1,0.35,1,0.55,1,0.01,"2017-10-17 15:31:52","2017-10-17 15:31:52"
113,"гварамия алексея алековича",1,0.35,1,0.55,1,0.01,"2020-02-27 08:41:42","2020-02-27 08:41:42"
114,глютеопластика,1,0.35,1,0.55,1,0.01,"2020-05-15 11:32:09","2020-05-15 11:32:09"
115,глютеопластики,1,0.35,1,0.55,2,0.02,"2020-03-14 09:48:18","2020-04-05 08:05:04"
116,"задняя кольпорафия",1,0.35,1,0.55,1,0.01,"2020-02-27 21:04:07","2020-02-27 21:04:07"
117,"закрытой ринопластике",1,0.35,1,0.55,2,0.02,"2019-05-22 19:23:16","2019-05-28 09:57:58"
118,"заполнитель морщин",1,0.35,1,0.55,2,0.02,"2020-01-03 02:37:33","2020-03-04 03:11:42"
119,"казанцев евгений владимирович",1,0.35,1,0.55,1,0.01,"2019-12-01 08:31:04","2019-12-01 08:31:04"
120,"клиника монт бланк отзывы - фото 10",1,0.35,1,0.55,1,0.01,"2018-05-11 14:39:30","2018-05-11 14:39:30"
