#,"Total Backlinks","Domain Rating","URL Rating (desc)","Referring Domains","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",TextPre,"Link Anchor",TextPost,Type,"Backlink Status","First Seen","Last Check","Day Lost",Language,Traffic,Keywords,"Js rendered","Linked Domains"
75,6,49,10,1,https://www.tecrussia.ru/plasticheskie-kliniki/clinic-moscow/399-sm-klinika.html,"СМ-Клиника – центр пластической хирургии и медицинской косметологии",137,18,http://sm-plastica.ru/,,sm-plastica.ru,,Nofollow,,"2019-07-28 07:47:45","2020-06-11 11:54:35",,ru,0,0,,13
76,2,62,10,,https://www.kleo.ru/items/beauty/krasota-na-million-anastasiya-10.shtml,"Анастасия. Путь к совершенству",64,34,http://sm-plastica.ru/,,"Клиника «СМ-Пластика»","и персонально пластические хирурги Христенко Анна Ивановна и","Nofollow, Content",,"2019-03-10 11:32:49","2020-04-30 18:47:02",,ru,0,0,,17
77,4,62,10,0,https://www.kleo.ru/items/beauty/krasota-na-million-anastasiya-5.shtml,"Анастасия об итогах пластики",63,23,http://sm-plastica.ru/,"Клиника пластической хирургии",«СМ-Пластика»,,"Nofollow, Content",,"2018-10-17 14:27:19","2020-06-08 01:28:22",,ru,0,0,,11
78,2,56,9,0,https://www.orgpage.ru/moskva/tsentr-plasticheskoy-khirurgii-5363965.html,"Центр пластической хирургии «СМ - Пластика» Москва - телефон, адрес, отзывы, контакты",32,9,http://sm-plastica.ru/,Сайт:,sm-plastica.ru,,Nofollow,,"2020-06-13 08:43:46","2020-06-13 08:43:46",,ru,0,0,,7
79,2,51,9,0,http://dlay-dam.flybb.ru/topic4.html,"массаж для дам • Просмотр темы - расслабиться. Ваше тело покрывают маслом, запах которого буд",21,607,http://blefaroweek.sm-plastica.ru/bitrix/rk.php?goto=http://massage-relaks.ru,,"http://blefaroweek.sm-plastica.ru/bitri ... -relaks.ru",,Dofollow,,"2019-05-16 09:35:48","2019-05-16 09:35:48",,ru,0,0,,571
80,2,56,9,0,https://www.smclinic.ru/actions/nedelya-zhenskoy-plasticheskoy-khirurgii/,"Акция «Неделя женской пластической хирургии» в медицинском центре «СМ-Клиника»",84,35,https://sm-plastica.ru/stock/plastika-grudi/,,"Получите купон на скидку прямо сейчас",,"Dofollow, Content",,"2019-08-27 15:54:56","2020-05-16 03:13:05",,ru,0,0,,16
81,2,56,9,0,https://www.smclinic.ru/press-centr/news/30-aprelya-otkrytie-tsentra-plasticheskoy-khirurgii-sm-plastika/,"30 апреля – открытие Центра пластической хирургии «СМ-Пластика»",59,20,https://sm-plastica.ru/,Руководитель,"Центра пластической хирургии «СМ-Пластика»","– Дмитрий Михайлович Саратовцев, кандидат медицинских наук, действительный член Российского","Dofollow, Content",,"2019-09-10 18:27:51","2020-05-11 07:17:50",,ru,0,0,,14
82,1,56,9,0,https://www.smclinic.ru/press-centr/news/sm-klinika-prinyala-uchastie-v-dne-diagnostiki-melanomy-v-rossii/,"«СМ-Клиника» приняла участие в Дне диагностики меланомы в России",60,20,https://sm-plastica.ru/,"от неэстетичного образования – записаться на консультацию к пластическим хирургам",«СМ-Пластика»,", которые могут аккуратно удалить его хирургическим путем либо с","Dofollow, Content",,"2019-09-06 09:28:49","2020-05-12 18:17:45",,,0,0,,14
83,1,56,9,0,https://www.smclinic.ru/press-centr/news/proverennyy-sposob-stat-luchshe-chem-vchera/,"Проверенный способ стать лучше, чем вчера",60,20,https://sm-plastica.ru/services/esteticheskaya-plastika/,"по телефону +7 (495) 292-39-72 и на сайте",sm-plastica.ru,,"Dofollow, Content",,"2019-09-10 16:39:44","2020-05-15 11:42:00",,ru,0,0,,14
84,1,56,9,0,https://www.smclinic.ru/press-centr/news/tsentr-plasticheskoy-khirurgii-sm-plastika-otmetil-den-rozhdeniya/,"Центр пластической хирургии «СМ-Пластика» отметил день рождения",62,20,https://sm-plastica.ru/,"случаю, позволил гостям познакомиться с командой пластических хирургов и возможностями",«СМ-Пластика»,", узнать детали выполнения эстетических операций и специальные предложения, которыми","Dofollow, Content",,"2019-09-06 02:42:52","2020-05-18 20:28:09",,ru,0,0,,14
85,2,56,9,0,https://www.smclinic.ru/actions/pozvolte-sebe-bolshie-vozmozhnosti-s-sm-plastika-/,"Позвольте себе большие возможности с «СМ-Пластика»!",84,35,https://sm-plastica.ru/stock/plastika-novie-tseni/,,"Узнать стоимость ...",,"Dofollow, Content",,"2019-08-04 05:01:18","2020-05-19 05:04:00",,ru,0,0,,16
86,1,63,9,0,https://yandex.uz/profile/1762430429,Яндекс,17,2,https://www.sm-plastica.ru/,,sm-plastica.ru,,Dofollow,,"2020-02-17 07:31:59","2020-02-17 07:31:59",,ru,0,0,,2
87,9,56,9,0,https://www.smclinic.ru/clinics/sm-klinika-na-voykovskoy/doctors/plasticheskiy-khirurg/,"Врачи в САО, метро Войковская - цены, прием и консультация в «СМ-Клиника» на Войковской",91,42,http://sm-plastica.ru/experts/pakhilin-dmitriy-viktorovich/,,"Посмотреть отзывы/Оставить отзыв",,Dofollow,,"2019-07-15 05:21:02","2020-06-06 19:52:25",,ru,0,0,,16
88,2,56,9,0,https://www.smclinic.ru/professional-services/operativnaya-otolaringologiya/septoplastika/,"Септопластика носовой перегородки - цена, сделать пластику носовой перегородки в «СМ-Клиника»",194,49,http://sm-plastica.ru/services/plastika-litsa-i-shei/plastika-nosa-rinoplastika/,"Возможно вам также будет интересно:","пластика носа в Москве",,"Dofollow, Content",,"2020-04-09 07:24:16","2020-05-24 00:51:54",,ru,0,6,,15
89,2,56,9,0,https://www.smclinic.ru/professional-services/plasticheskie-operatsii/,"Пластические операции – подтяжка лица, ринопластика, маммопластика, пластика живота, подтяжка бедер, липосакция в медицинском центре «СМ-Клиника» в Москве",79,44,https://sm-plastica.ru/services/plastika-grudi/podtyazhka-grudi-mastopeksiya/,,"Подтяжка груди (мастопексия)",,Dofollow,,"2019-08-21 06:10:07","2020-06-14 10:14:13",,ru,18,20,,14
90,2,56,9,0,https://www.smclinic.ru/professional-services/plasticheskie-operatsii/,"Пластические операции – подтяжка лица, ринопластика, маммопластика, пластика живота, подтяжка бедер, липосакция в медицинском центре «СМ-Клиника» в Москве",79,44,https://www.sm-plastica.ru/services/plastika-litsa-i-shei/plastika-nosa-rinoplastika/,,"Ринопластика (пластика носа)",,Dofollow,,"2019-08-08 19:03:00","2020-06-14 10:14:13",,ru,18,20,,14
91,1,56,9,0,https://www.smclinic.ru/clinics/klinika-sm-plastika-m-voykovskaya/,"Центр пластической хирургии «СМ-Пластика» (м. «Войковская») — адрес, телефон, схема проезда, часы работы",83,34,https://sm-plastica.ru/,"Сайт Центра пластической хирургии «СМ-Пластика»:",www.sm-plastica.ru,,"Dofollow, Content",,"2019-09-04 16:07:59","2020-06-15 15:00:01",,ru,16,9,,16
92,1,56,9,0,https://www.smclinic.ru/clinics/klinika-sm-plastika-m-voykovskaya/about/,"Информация о медицинском центре Центр пластической хирургии «СМ-Пластика» (м. «Войковская»)",83,35,https://sm-plastica.ru/,"Сайт Центра пластической хирургии «СМ-Пластика»:",http://sm-plastica.ru,,"Dofollow, Content",,"2019-09-09 17:01:47","2020-06-14 08:59:36",,ru,0.02,1,,16
93,1,56,9,0,https://www.smclinic.ru/press-centr/news/obuchenie-v-ispanii/,"Обучение в Испании пластических хирургов СМ-Клиника | Новости «СМ-Клиника»",59,21,https://www.sm-plastica.ru/services/plastika-grudi/,"платизмопластика, трансконьюктивальная блефаропластика); операции на молочной железе (типы груди, асимметрии,","увеличение груди","— разные доступы, увеличение груди с помощью жировой ткани, мастопексия","Dofollow, Content",,"2019-07-19 03:48:31","2020-06-14 07:21:41",,ru,0,0,,14
94,1,56,9,0,https://www.smclinic.ru/professional-services/plasticheskie-operatsii/,"Пластические операции – подтяжка лица, ринопластика, маммопластика, пластика живота, подтяжка бедер, липосакция в медицинском центре «СМ-Клиника» в Москве",79,44,https://www.sm-plastica.ru/services/plastika-grudi/,,"Увеличивающая маммопластика (эндопротезирование груди)",,Dofollow,,"2019-08-21 06:10:07","2020-06-14 10:14:13",,ru,18,20,,14
95,1,56,9,0,https://www.smclinic.ru/professional-services/plasticheskie-operatsii/,"Пластические операции – подтяжка лица, ринопластика, маммопластика, пластика живота, подтяжка бедер, липосакция в медицинском центре «СМ-Клиника» в Москве",79,44,https://www.sm-plastica.ru/services/podtyazhka-litsa-feyslifting/,,"Подтяжка лица (фейс-лифтинг)",,Dofollow,,"2019-08-08 19:03:00","2020-06-14 10:14:13",,ru,18,20,,14
96,2,17,9,1,https://www.lotus-award.ru/press/award-2016/,"Пресса за 2016-й год — Хрустальный Лотос",12,115,http://sm-plastica.ru/about/press-center/news/luchshiy-plasticheskiy-khirurg-goda-rabotaet-v-sm-plastika/,,"Лучший пластический хирург года работает в «СМ-Пластика»",,Nofollow,,"2020-01-17 00:59:09","2020-05-20 06:39:39",,ru,0,0,,69
97,2,51,9,0,http://uhody.flybb.ru/topic16.html?p=16,"массаж для Сударыни • Просмотр темы - Секс массаж подарит сладостные минуты удовольствия Интернет",21,929,http://blefaroweek.sm-plastica.ru/bitrix/rk.php?goto=http://wq.lt/daTJP,,"http://blefaroweek.sm-plastica.ru/bitri ... q.lt/daTJP",,Dofollow,,"2019-02-22 05:21:32","2020-05-09 03:05:41",,ru,0,0,,808
98,2,51,9,0,http://missis.flybb.ru/topic16.html?p=16,"массаж для миссис • Просмотр темы - Витамины, как говорит наука, это незаменимые вещества, необх",21,937,http://blefaroweek.sm-plastica.ru/bitrix/rk.php?goto=http://1w.tf/eBQaW,,"http://blefaroweek.sm-plastica.ru/bitri ... w.tf/eBQaW",,Dofollow,,"2018-12-30 17:58:34","2020-05-09 02:13:09",,ru,0,0,,812
99,1,33,9,1,https://centr-hirurgii.ru/service/,"Услуги в центре хирургии «СМ-Клиника»",64,15,https://www.sm-plastica.ru/,,"Пластические операции",,"Dofollow, Image",,"2019-03-21 04:51:26","2020-06-10 21:07:57",,ru,0,0,,13
100,2,54,9,0,https://yellmed.ru/plasticheskie-hirurgii/sm-plastika,"СМ-Пластика Центр пластической хирургии – описание компании, схема проезда",89,13,https://sm-plastica.ru/,,https://sm-plastica.ru,,Nofollow,,"2020-05-27 12:23:16","2020-06-14 23:42:09",,ru,0,0,,8
101,4,51,9,0,https://www.kleos.ru/plastika/promezhutochnye-rezultaty-operatsii-anastasii/,"Промежуточные результаты операции Анастасии",95,17,http://sm-plastica.ru/,"Клиника пластической хирургии",«СМ-Пластика»,,"Nofollow, Content",,"2018-10-17 12:23:27","2020-05-28 17:32:15",,ru,0,0,,9
102,23,39,9,0,https://www.pervenez.ru/forum/poslerodovij-period-t4289.html-view=next,"Пластическая хирургия - Форум для родителей на первенец.ру - Ты и твой ребенок • Пластическая хирургия",60,16,http://sm-plastica.ru/,,http://sm-plastica.ru/,,Nofollow,,"2019-09-17 19:55:03","2020-05-17 06:25:45",,ru,0,0,,9
103,3,57,9,0,https://www.apoi.ru/blogi/idealnyj-oval-lica-udalenie-komkov-bisha,"Идеальный овал лица: удаление комков биша - центр пластической хирургии «см-пластика»",50,6,http://sm-plastica.ru/services/podtyazhka-litsa-feyslifting/udalenie-komkov-bisha/,"В пластической хирургии пользуется популярностью","операция по удалению комков Биша",". Это жировые отложения под скулами, которые располагаются вокруг протока","Dofollow, Content",,"2018-02-04 12:57:50","2020-06-03 13:53:33",,ru,0,0,,2
104,3,57,9,0,https://www.apoi.ru/blogi/khotite-idealnyj-nosik,"Хотите идеальный носик? - центр пластической хирургии «см-пластика»",50,12,http://sm-plastica.ru/services/simultannye-operatsii/rinoseptoplastika/,"размер носа, а также наладить дыхательные функции путем проведения о","перации по исправлению носовой перегородки",.,"Dofollow, Content",,"2017-09-27 19:39:52","2020-06-03 15:03:59",,ru,0,0,,2
105,2,57,9,0,https://www.apoi.ru/blogi/abdominoplastika-v-voprosakh-i-otvetakh,"Абдоминопластика в вопросах и ответах - центр пластической хирургии «см-пластика»",49,7,http://sm-plastica.ru/services/liiposaktsiya/,"тела. Поэтому во многих случаях совместно с операцией проводят процедуру",липосакции,". Для того чтобы просто избавиться от лишних жировых отложений,","Dofollow, Content",,"2018-02-17 22:14:19","2020-06-03 13:53:30",,ru,0,0,,2
106,2,57,9,0,https://www.apoi.ru/blogi/abdominoplastika-v-voprosakh-i-otvetakh,"Абдоминопластика в вопросах и ответах - центр пластической хирургии «см-пластика»",49,7,http://sm-plastica.ru/services/plastika-tela/plastika-zhivota-abdominoplastika/,"мечта многих женщин и мужчин. Реализовать ее позволяет операция по",абдоминопластике,", в ходе которой удаляются избыточные мягкие ткани, устраняются растяжки","Dofollow, Content",,"2018-02-17 22:14:19","2020-06-03 13:53:30",,ru,0,0,,2
107,2,57,9,0,https://www.apoi.ru/blogi/khotite-idealnyj-nosik,"Хотите идеальный носик? - центр пластической хирургии «см-пластика»",50,12,http://sm-plastica.ru/,"В «",СМ-Пластика,"» вы можете получить подробные консультации и сделать пластику носа","Dofollow, Content",,"2017-09-27 19:39:52","2020-06-03 15:03:59",,ru,0,0,,2
108,2,57,9,0,https://www.apoi.ru/blogi/khotite-idealnyj-nosik,"Хотите идеальный носик? - центр пластической хирургии «см-пластика»",50,12,http://sm-plastica.ru/experts/saratovtsev-dmitriy-mikhaylovich/,"решает проблемы со здоровьем, восстанавливая свободное носовое дыхание», — утверждает","Дмитрий Михайлович Саратовцев",", к.м.н., ведущий специалист по пластической хирургии медицинского холдинга «СМ-Пластика».","Dofollow, Content",,"2017-09-27 19:39:52","2020-06-03 15:03:59",,ru,0,0,,2
109,2,57,9,0,https://www.apoi.ru/blogi/khotite-idealnyj-nosik,"Хотите идеальный носик? - центр пластической хирургии «см-пластика»",50,12,http://sm-plastica.ru/services/plastika-litsa-i-shei/plastika-nosa-rinoplastika/,"По статистике,",ринопластика,"— хирургическая коррекция формы носа — относится к одним из","Dofollow, Content",,"2017-09-27 19:39:52","2020-06-03 15:03:59",,ru,0,0,,2
110,2,57,9,0,https://www.apoi.ru/centr-plasticheskoj-khirurgii-sm-plastika-moskva-ul-klary-cetkin-33-k-28,"Отзывы о Центр пластической хирургии «СМ-Пластика», Клары Цеткин «Войковская»",32,6,http://sm-plastica.ru/,,sm-plastica.ru,,Nofollow,,"2017-09-22 11:34:07","2020-06-10 08:46:17",,,0,0,,3
111,2,57,9,0,https://www.apoi.ru/novosti/akcii-sm-plastika-v-yanvare,"Акции «см-пластика» в январе - центр пластической хирургии «см-пластика»",51,5,http://sm-plastica.ru/stock/,"всех клиентов клиники пластической хирургии «СМ-Пластика» в январе действуют следующие",акции,:,"Dofollow, Content",,"2018-02-04 05:57:18","2020-06-08 11:28:58",,,0,0,,2
112,2,57,9,0,https://www.apoi.ru/novosti/novaya-akciya-na-blefaroplastiku-ot-sm-plastika,"Новая акция на блефаропластику от «см-пластика» - центр пластической хирургии «см-пластика»",50,5,http://www.sm-plastica.ru/,,https://www.sm-plastica.ru/,,"Dofollow, Content",,"2019-09-04 06:40:00","2020-06-08 22:12:00",,,,,,2
113,2,57,9,0,https://www.apoi.ru/novosti/vrachi-sm-klinika-ispolnili-mechtu-uchastnicy-proekta-krasota-na-million,"Врачи «см-клиника» исполнили мечту участницы проекта «красота на миллион» - центр пластической хирургии «см-пластика»",50,9,http://sm-plastica.ru/,,«СМ-Пластика»,"— отделение пластической хирургии многопрофильного медицинского холдинга «СМ-Клиника». Оно располагает","Dofollow, Content",,"2020-05-14 06:42:13","2020-06-08 22:12:17",,,0,0,,2
114,2,57,9,0,https://www.apoi.ru/novosti/vrachi-sm-klinika-ispolnili-mechtu-uchastnicy-proekta-krasota-na-million,"Врачи «см-клиника» исполнили мечту участницы проекта «красота на миллион» - центр пластической хирургии «см-пластика»",50,9,http://sm-plastica.ru/experts/khristenko-anna-ivanovna/,"Затем девушку передали в волшебные руки пластического хирурга,","к.м.н. Христенко А. И.","«Прошло два месяца с того момента, как мы увеличили Анастасии","Dofollow, Content",,"2020-05-14 06:42:13","2020-06-08 22:12:17",,,0,0,,2
115,2,57,9,0,https://www.apoi.ru/novosti/vrachi-sm-klinika-ispolnili-mechtu-uchastnicy-proekta-krasota-na-million,"Врачи «см-клиника» исполнили мечту участницы проекта «красота на миллион» - центр пластической хирургии «см-пластика»",50,9,http://sm-plastica.ru/experts/pakhilin-dmitriy-viktorovich/,"Первые две операции по ринопластике прошли 11 июля.","Пластический хирург Пахилин Д. В.","отмечает успешные результаты оперативного вмешательства: «Моя задача состояла в том,","Dofollow, Content",,"2020-05-14 06:42:13","2020-06-08 22:12:17",,,0,0,,2
116,2,57,9,0,https://www.apoi.ru/profile/?id=66191,"Apoi.ru: профиль пользователя sm-plastica",20,5,http://sm-plastica.ru/,,sm-plastica.ru/,,Dofollow,,"2019-05-28 05:14:13","2020-06-03 07:36:49",,,0,0,,2
117,2,57,9,0,https://www.apoi.ru/stati/kogda-neobkhodima-blefaroplastika,"Когда необходима блефаропластика",50,6,http://www.sm-plastica.ru/,,https://www.sm-plastica.ru,,"Dofollow, Content",,"2019-05-29 09:19:58","2020-06-03 06:36:14",,ru,0,0,,3
118,2,49,9,0,http://msk24.net/sm-plastica/,"Центр пластической хирургии «СМ-Пластика», Москва. ПЛАСТИКА ЛИЦА И ШЕИ Подтяжка лица (фейслифтинг) Подтяжка нижней зоны",24,2,http://sm-plastica.ru/,Сайт:,http://sm-plastica.ru,,"Nofollow, Content",,"2020-06-08 09:35:53","2020-06-08 09:35:53",,ru,0,0,,1
119,2,47,9,0,https://www.infoskidka.ru/view_shop/sm-plastika-4460734.html,"СМ-Пластика: адреса, телефоны, официальный сайт, режим работы",97,2,http://sm-plastica.ru/,,http://sm-plastica.ru/,,Nofollow,,"2018-05-10 06:40:56","2020-06-06 09:46:19",,ru,0,0,,1
120,4,47,9,0,https://vboyarke.myqip.ru/?1-0-0-00000004-000-0-0,"Боярский Форум о Немецкой Овчарке",12,116,http://www.sm-plastica.ru/bitrix/rk.php?goto=http://miheeff.site,"разработка сайтов белгород продвижение казань","влияет seo","менеджер по рекламе index.CMS","Nofollow, UGC",,"2019-04-02 23:20:04","2020-06-11 07:43:49",,ru,0,0,,102
121,2,42,9,0,https://vseo.by/item10817.html,"Отопластика: решение психологической проблемы хирургическим путем",17,9,http://sm-plastica.ru/services/plastika-ushey-otoplastika/otoplastika/,"Эффективное решение проблемы –","пластическая операция на уши",". Ведь иным способом изменить их форму невозможно. Можно лишь","Dofollow, Content",,"2019-08-14 07:44:27","2020-05-31 08:28:49",,,0,0,,4
122,2,42,9,0,https://vseo.by/item10817.html,"Отопластика: решение психологической проблемы хирургическим путем",17,9,http://sm-plastica.ru/services/plastika-ushey-otoplastika/plastika-mochki-ukha/,"слишком крупными или мелкими мочками (","пластика мочки уха",).,"Dofollow, Content",,"2019-08-14 07:44:27","2020-05-31 08:28:49",,,0,0,,4
123,2,42,9,0,https://vseo.by/item11107.html,"Удаляем второй подбородок: липосакция или липолиз?",17,9,http://sm-plastica.ru/services/plastika-litsa-i-shei/lazernyy-lipoliz/,"к обычной жизни пациент может вернуться уже через несколько дней.","Лазерный липолиз","абсолютно безопасен и нетравматичен, поскольку воздействие оказывается лишь на проблемные","Dofollow, Content",,"2019-09-03 10:44:23","2020-06-04 17:09:47",,,0,0,,4
124,2,42,9,0,https://vseo.by/item11107.html,"Удаляем второй подбородок: липосакция или липолиз?",17,9,http://sm-plastica.ru/services/plastika-litsa-i-shei/liposaktsiya/,"области подбородка высокоэффективны и безопасны, не требуют больших временных затрат.","Липосакция второго подбородка","относится к числу малотравматичных оперативных процедур, а лазерный липолиз проходит","Dofollow, Content",,"2019-09-03 10:44:23","2020-06-04 17:09:47",,,0,0,,4
125,2,42,9,0,http://spras.ru/paczientam/specialist/borisenko-anastasiya-sergeevna,"Борисенко Анастасия Сергеевна",37,16,http://sm-plastica.ru/,,http://sm-plastica.ru/,,Dofollow,,"2020-06-10 08:23:10","2020-06-10 08:23:10",,ru,0,0,,11
126,230,39,8,0,http://www.rusmed.ru/board/show_board/9981/,"Бесплатная консультация пластического хирурга :: Доска объявлений портала Rusmed.Ru ::Rusmed.Ru - Медицинский портал о компаниях, клиниках и салонах красоты",78,5,http://sm-plastica.ru/,,http://sm-plastica.ru,,Nofollow,,"2017-09-17 05:13:03","2020-05-02 01:30:34",,ru,0,0,,3
127,4,39,8,0,http://www.rusmed.ru/annonce/show/3636/O_chem_sprosit_pered_plasticheskoy_operaciey,"О чем спросить перед пластической операцией?",105,8,http://sm-plastica.ru/services/plastika-vek-blefaroplastika/,,Блефаропластика,,Nofollow,,"2017-05-08 21:03:50","2020-06-02 20:44:26",,ru,0,0,,4
128,2,39,8,0,http://www.rusmed.ru/annonce/show/3487/Udalyaem_vtoroy_podborodok_liposakciya_ili_lipoliz,"Удаляем второй подбородок: липосакция или липолиз?",105,8,http://sm-plastica.ru/services/plastika-litsa-i-shei/liposaktsiya/,,"Липосакция второго подбородка в ""СМ-Пластика""",,Nofollow,,"2016-08-20 19:22:28","2020-06-02 16:52:47",,ru,0,0,,4
129,2,39,8,0,http://www.rusmed.ru/annonce/show/3491/Podtyazhka_grudi_vse_za_i_protiv,"Подтяжка груди: все «за» и «против»",105,8,http://sm-plastica.ru/services/plastika-grudi/podtyazhka-grudi-mastopeksiya/,,"Подтяжка груди (мастопексия)",,Nofollow,,"2016-08-13 23:03:32","2020-06-02 17:48:00",,ru,0,0,,4
130,2,39,8,0,http://www.rusmed.ru/annonce/show/3503/Feyslifting_vozvrashchaem_krasotu_i_molodost_lica,"Фейслифтинг: возвращаем красоту и молодость лица",105,8,http://sm-plastica.ru/services/podtyazhka-litsa-feyslifting/,,"Фейслифтинг в ""СМ-Пластика",,Nofollow,,"2016-09-09 05:13:11","2020-06-02 17:33:54",,ru,0,0,,4
131,2,39,8,0,http://www.rusmed.ru/annonce/show/3552/Bolshaya_grud_bolshie_problemy,"Большая грудь - большие проблемы",105,8,http://sm-plastica.ru/services/plastika-grudi/umenshenie-grudi-reduktsionnaya-mammoplastika/,,"Редукционная маммопластика (уменьшение груди)",,Nofollow,,"2016-11-29 15:11:31","2020-06-02 15:45:12",,ru,0,0,,4
132,2,39,8,0,http://www.rusmed.ru/annonce/show/3577/Formula_krasoty,"Формула красоты",105,8,http://sm-plastica.ru/services/plastika-litsa-i-shei/plastika-nosa-rinoplastika/,,Ринопластика,,Nofollow,,"2017-02-21 14:18:57","2020-06-02 23:56:23",,ru,0,0,,4
133,2,39,8,0,http://www.rusmed.ru/annonce/show/3594/Geometriya_tela,"Геометрия тела",105,8,http://sm-plastica.ru/,,"Центр пластической хирургии ""СМ-Пластика""",,Nofollow,,"2017-02-24 18:52:51","2020-06-02 23:26:04",,ru,0,0,,4
134,2,39,8,0,http://www.rusmed.ru/annonce/show/3622/Na_20_let_molozhe,"На 20 лет моложе",105,8,http://sm-plastica.ru/services/podtyazhka-litsa-feyslifting/,,"Подтяжка лица (фейслифтинг)",,Nofollow,,"2017-04-10 09:58:04","2020-06-02 22:07:06",,ru,0,0,,4
135,2,39,8,0,http://www.rusmed.ru/annonce/show/3647/Idealnaya_grud_Kakaya_ona,"Идеальная грудь. Какая она?",105,8,http://sm-plastica.ru/services/plastika-grudi/,,Маммопластика,,Nofollow,,"2017-06-16 06:43:48","2020-06-02 17:48:45",,ru,0,0,,4
136,2,39,8,0,http://www.rusmed.ru/annonce/show/3677/Kak_podgotovitsya_k_plasticheskoy_operacii,"Как подготовиться к пластической операции",105,8,http://sm-plastica.ru/,,"Клиника пластической хирургии",,Nofollow,,"2017-08-12 23:18:39","2020-06-02 13:54:33",,ru,0,0,,4
137,1,39,8,0,http://www.rusmed.ru/annonce/show/4173/Kogda_neobhodima_blefaroplastika,"Когда необходима блефаропластика",105,7,https://www.sm-plastica.ru/,,"СМ-Пластика» — центр пластической хирургии",,Nofollow,,"2019-06-02 10:42:10","2020-06-02 13:32:21",,ru,0,0,,4
138,15,33,8,0,http://centr-hirurgii.ru/doctors/pakhilin-dmitriy-viktorovich/,,0,1,https://www.sm-plastica.ru/experts/pakhilin-dmitriy-viktorovich/,,,,"Dofollow, Redirect",,"2020-03-22 06:44:30","2020-03-27 21:39:37",,,0,0,,1
139,1,38,8,0,https://plastic-club.ru/kliniki/moskva/klinika-sm-plastika.php,"Клиника пластической хирургии СМ-Пластика",260,7,https://www.sm-plastica.ru/,,"Перейти на сайт доктора",,Nofollow,,"2019-06-02 00:40:50","2020-06-06 15:56:26",,ru,0,0,,5
140,2,38,8,0,https://medcosmetologiya.com/plugins/content/external_links/external_links/frameset.php?url=http://sm-plastica.ru,http://sm-plastica.ru,1,3,http://sm-plastica.ru/,,,,Dofollow,,"2019-02-25 20:46:03","2020-05-26 17:34:45",,,0,0,,2
141,2,34,8,0,https://korden.org/companies/21220,"Центр пластической хирургии «СМ-Пластика» · Медицина в Москве · Каталог организаций России",35,6,http://sm-plastica.ru/,,sm-plastica.ru,,Nofollow,,"2018-10-31 01:12:54","2020-04-29 00:41:51",,ru,0,0,,5
142,10,36,8,0,http://c77971.ru-capital.ru/office/,"Центр пластической хирургии «СМ-Пластика» - Москва. Центр пластической хирургии «СМ-Пластика» выполняет эстетическую корре",21,2,http://sm-plastica.ru/,Сайт:,http://sm-plastica.ru/,,"Nofollow, Content",,"2020-06-07 20:28:14","2020-06-07 20:28:14",,ru,0,0,,1
143,3,33,8,0,https://centr-hirurgii.ru/action/nedelya-plasticheskoy-khirurgii-dlya-prekrasnykh-dam/,"Неделя пластической хирургии для прекрасных дам | Акции Центра хирургии СМ-Клиника в Москве",63,21,http://sm-plastica.ru/,"да еще и на очень выгодных условиях, можно реализовать благодаря","Неделе пластической хирургии для прекрасных дам",", которую мы организуем с 20 марта по 2 апреля","Dofollow, Content",,"2019-04-14 14:22:36","2020-05-12 10:42:17",,ru,0,0,,13
144,1,33,8,0,https://centr-hirurgii.ru/action/aktsiya-nedelya-plasticheskoy-khirurgii-dlya-muzhchin/,"Акция «Неделя пластической хирургии для мужчин» | Акции Центра хирургии СМ-Клиника в Москве",63,20,http://sm-plastica.ru/services/esteticheskaya-plastika/,"Подробности на сайте:",mensplasticweek.smclinic.ru,,"Dofollow, Content",,"2019-04-03 08:54:39","2020-05-12 09:10:45",,ru,0,0,,13
145,2,33,8,0,https://centr-hirurgii.ru/action/nedelya-zhenskoy-plasticheskoy-khirurgii/,"Акция «Неделя женской пластической хирургии» | Акции Центра хирургии СМ-Клиника в Москве",63,21,http://sm-plastica.ru/stock/plastika-grudi/,,"Получите купон на скидку прямо сейчас",,"Dofollow, Content",,"2018-11-21 06:03:18","2020-05-09 08:30:34",,ru,0,0,,13
146,1,33,8,0,https://centr-hirurgii.ru/doctors/all/,"Все хирурги и оперирующие специалисты Центра хирургии «СМ-Клиника»",415,25,https://www.sm-plastica.ru/experts/khristenko-anna-ivanovna/,,"Христенко Анна Ивановна",,"Dofollow, Image",,"2019-10-27 17:46:16","2020-06-08 20:37:41",,ru,0,1,,13
147,1,33,8,0,https://centr-hirurgii.ru/doctors/all/,"Все хирурги и оперирующие специалисты Центра хирургии «СМ-Клиника»",415,25,https://www.sm-plastica.ru/experts/li-aleksandr-gennadevich/,,"Ли Александр Геннадьевич",,"Dofollow, Image",,"2019-03-23 22:34:26","2020-06-08 20:37:41",,ru,0,1,,13
148,1,33,8,0,https://centr-hirurgii.ru/doctors/all/,"Все хирурги и оперирующие специалисты Центра хирургии «СМ-Клиника»",415,25,https://www.sm-plastica.ru/experts/nozhin-sergey-yurevich/,,"Ножин Сергей Юрьевич",,"Dofollow, Image",,"2020-02-10 10:43:38","2020-06-08 20:37:41",,ru,0,1,,13
